count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
949827,2010,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,431113,420211,53.67744606,-1.53047363,,,Counted,"Manual count",26,38,1550,2,148,7,2,0,1,0,0,10,1748
36621,2009,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,A650,"LA Boundary",433260,425000,53.72035669,-1.49746052,3.40,2.11,Estimated,"Estimated using previous year's AADF on this link",55,111,7824,121,1293,108,23,15,6,6,5,163,9512
7375,2009,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A645,A628,445460,421000,53.68348937,-1.31318141,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",62,255,14455,75,1921,230,48,38,11,35,35,397,17103
38732,2009,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A635,"B6389 Agbrigg Rd",435000,419265,53.66869864,-1.47173939,0.50,0.31,Counted,"Manual count",121,428,24847,614,3593,460,100,78,51,89,76,854,30336
7399,2009,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,A656,M62,444050,424300,53.71326857,-1.33406034,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",64,109,18341,249,3145,211,87,44,23,64,55,484,22328
37458,2009,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A638 merge",A636,433300,420340,53.67847119,-1.49735340,0.60,0.37,Counted,"Manual count",99,182,21809,130,3044,232,56,39,19,60,40,446,25611
37460,2009,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"LA Boundary",A1,445000,415170,53.63113176,-1.32098784,7.30,4.54,Estimated,"Estimated using previous year's AADF on this link",19,125,6911,45,1191,138,29,51,23,19,34,294,8566
968242,2009,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,446000,423000,53.70141713,-1.30471010,,,Counted,"Manual count",45,44,5136,70,702,24,3,2,0,4,3,36,5988
56874,2009,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"Bridge Rd, Horbury",A638,431960,420000,53.67549870,-1.51767351,5.50,3.42,Estimated,"Estimated using previous year's AADF on this link",142,159,14464,254,1752,110,19,78,14,9,8,238,16867
16008,2009,8,"Yorkshire and The Humber",88,Wakefield,M1,Major,39,40,430500,419000,53.66659776,-1.53987171,4.20,2.61,Counted,"Manual count",0,216,80708,256,14555,2513,542,363,572,2465,2004,8459,104194
57344,2009,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,A6186,"A636 Charlesworth Way",433030,420000,53.67543242,-1.50147678,2.20,1.37,Counted,"Manual count",198,195,23111,123,2495,198,48,29,10,25,24,334,26258
962792,2009,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,438000,424000,53.71104646,-1.42575730,,,Counted,"Manual count",60,74,5553,75,664,37,8,1,0,1,2,49,6415
7396,2009,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A628,A645,440000,417650,53.65382603,-1.39627446,7.30,4.54,Estimated,"Estimated using previous year's AADF on this link",17,197,11188,166,1992,220,49,74,21,62,40,466,14009
56617,2009,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"Bridge Street","Ings Road/Kirkgate inersection",433770,420130,53.67655371,-1.49026124,0.30,0.19,Counted,"Manual count",276,449,41698,889,5621,568,111,114,50,116,69,1028,49685
57027,2009,8,"Yorkshire and The Humber",88,Wakefield,A6032,Major,A655,A656,442800,425900,53.72775228,-1.35277753,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",56,217,18187,569,3344,449,59,57,21,52,51,689,23006
37457,2009,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A642,"M1 jn40",430000,420580,53.68082740,-1.54728660,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",93,145,16380,259,2976,325,72,36,34,63,116,646,20406
46008,2009,8,"Yorkshire and The Humber",88,Wakefield,M1,Major,40,"LA Boundary",429500,423000,53.70260634,-1.55462681,2.40,1.49,Counted,"Manual count",0,647,78368,312,13768,2690,644,342,558,2300,2343,8877,101972
37464,2009,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,379730,A639,445000,422180,53.69413432,-1.31997478,0.80,0.50,Counted,"Manual count",100,207,29859,375,3988,309,65,52,47,82,162,717,35146
962798,2009,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,429100,420000,53.67566513,-1.56096602,,,Counted,"Manual count",24,9,1981,19,265,12,0,0,1,0,0,13,2287
46616,2009,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,A642,A650,433000,421400,53.68801721,-1.50178249,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",69,220,18623,246,2531,242,49,61,31,58,35,476,22096
36088,2009,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,"M62 Jct 33",A645,448360,423000,53.70120443,-1.26896604,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",3,160,13893,46,3284,411,134,284,70,328,764,1991,19374
27433,2009,8,"Yorkshire and The Humber",88,Wakefield,A650,Major,A61,"A638 Quebec Street",433000,421028,53.68467376,-1.50182193,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",35,64,5368,89,595,53,3,2,4,3,2,67,6183
27388,2009,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,A638,"Castlegate Drive",445100,420000,53.67453299,-1.31877661,4.40,2.73,Estimated,"Estimated using previous year's AADF on this link",32,119,7816,76,1294,150,31,17,13,29,30,270,9575
37482,2009,8,"Yorkshire and The Humber",88,Wakefield,A650,Major,M1,A61,432000,423600,53.70785233,-1.51669780,3.50,2.17,Estimated,"Estimated using previous year's AADF on this link",19,192,18847,117,2362,288,57,69,23,61,78,576,22094
77618,2009,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Houndhill Lane","Queen's Ave",444000,420650,53.68046839,-1.33533465,1.30,0.81,Counted,"Manual count",65,176,10771,295,1435,128,20,8,29,44,28,257,12934
77652,2009,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"LA Boundary","Bridge Rd, Horbury",427000,417450,53.65285815,-1.59297525,3.80,2.36,Estimated,"Estimated using previous year's AADF on this link",33,117,8843,81,1450,119,34,35,16,24,23,251,10742
48771,2009,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"LA Boundary","Wood Lane, Newmillerdam",433500,412000,53.60349985,-1.49522107,4.10,2.55,Estimated,"Estimated using previous year's AADF on this link",4,105,4641,29,881,117,28,40,28,49,110,372,6028
56056,2009,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,33,"LA Boundary",449200,422160,53.69357677,-1.25637672,4.50,2.80,Estimated,"Estimated using previous year's AADF on this link",0,177,38415,154,8368,1743,417,394,425,4155,4367,11501,58615
77594,2009,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,"Green St","LA Boundary",442750,426360,53.73189062,-1.35347191,0.20,0.12,Estimated,"Estimated from nearby links",15,278,7896,83,1545,102,47,84,20,71,42,366,10168
77651,2009,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"Wood Lane",A6186,433260,416000,53.63946659,-1.49842198,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",42,92,6995,90,855,159,48,44,30,48,173,502,8534
47434,2009,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,A638,"Wentworth Rd, Featherstone",440000,419900,53.67404826,-1.39598550,4.70,2.92,Counted,"Manual count",30,164,7033,142,1069,106,7,6,6,4,6,135,8543
77617,2009,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Wentworth Rd","Houndhill Lane",442500,419970,53.67448066,-1.35813531,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",143,219,15716,336,2741,220,61,56,31,39,25,432,19444
77650,2009,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"Hollin Lane",M1,430800,416960,53.64824498,-1.53553299,0.80,0.50,Estimated,"Estimated from nearby links",64,238,16567,51,1956,246,42,41,42,44,39,454,19266
27424,2009,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,A639,"A645 spur",448100,423100,53.70212712,-1.27288844,3.30,2.05,Estimated,"Estimated using previous year's AADF on this link",60,151,12431,131,1875,151,29,32,30,52,67,361,14949
27438,2009,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,A6539/A656,A6032,443470,425000,53.71960831,-1.34274946,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",47,67,12552,129,2021,237,84,51,10,33,31,446,15215
36008,2009,8,"Yorkshire and The Humber",88,Wakefield,M1,Major,"LA boundary",39,430180,414300,53.62437312,-1.54516910,5.40,3.36,Counted,"Manual count",0,212,60159,248,11986,1512,457,240,554,2288,1878,6929,79534
27419,2009,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,A61,"Moorhouse Grove, Bottom Boat",435000,424200,53.71305311,-1.47118415,5.10,3.17,Estimated,"Estimated using previous year's AADF on this link",38,102,11767,111,1729,119,33,30,26,20,30,258,13967
77593,2009,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Trundles Lane","LA Boundary",451500,423710,53.70728585,-1.22129124,0.70,0.43,Estimated,"Estimated from nearby links",40,58,7717,119,1329,91,36,56,32,92,100,407,9630
73660,2015,8,"Yorkshire and The Humber",88,Wakefield,A637,Major,A636,"LA Boundary",426800,414680,53.62797171,-1.59623877,2.60,1.62,Counted,"Dependent on a neighbouring counted link",6,52,7916,33,1817,186,16,10,19,30,19,280,10098
80434,2009,8,"Yorkshire and The Humber",88,Wakefield,A6539,Major,A639,A656,443350,424580,53.71584352,-1.34462642,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",53,144,12311,69,1449,118,26,11,3,5,9,172,14145
47401,2009,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,B6422,A638,444000,415000,53.62968864,-1.33613261,4.40,2.73,Estimated,"Estimated using previous year's AADF on this link",16,119,9402,64,1523,136,19,34,19,49,25,282,11390
47419,2009,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,A637,"Hollin Lane, Calder Grove",430060,416300,53.64235584,-1.54679088,3.90,2.42,Estimated,"Estimated using previous year's AADF on this link",57,215,14925,46,1762,221,38,36,38,40,35,408,17356
77653,2009,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A61,"B6389 Agbrigg Rd",434250,419630,53.67202869,-1.48305024,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",154,282,19708,503,3338,380,92,90,27,77,107,773,24604
27437,2009,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,M62,A639,440500,424220,53.71283630,-1.38785458,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",103,165,12667,167,3068,436,108,64,30,99,68,805,16872
81553,2009,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,"Junction 32","A1(M) junction",445300,423950,53.71001625,-1.31517368,2.80,1.74,Estimated,"Estimated using previous year's AADF on this link",0,288,47565,327,12334,2271,702,444,638,3205,6654,13914,74428
74944,2009,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"A636 Denby Dale Road",A638,432850,420300,53.67814006,-1.50416981,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",18,37,8970,62,1191,113,26,18,5,11,5,178,10438
47422,2009,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A636 Denby Dale Road","A636 Charlesworth Way",433000,420400,53.67902943,-1.50188850,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",55,212,18301,105,3050,420,76,133,13,26,74,742,22410
47426,2009,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A6032,A655,441200,425000,53.71979196,-1.37714591,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",56,121,8020,65,1361,165,35,41,15,54,20,330,9897
77589,2009,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,"B6133 Church Lane",M62,440000,423110,53.70289852,-1.39557264,2.50,1.55,Estimated,"Estimated using previous year's AADF on this link",34,187,13203,33,2624,427,104,120,36,168,239,1094,17141
77591,2009,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A1,"Brockadale Ave",445570,420500,53.67898607,-1.31158933,0.60,0.37,Estimated,"Estimated from nearby links",28,47,5064,57,665,55,8,5,9,13,17,107,5940
73010,2017,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,"LA Boundary",B6422,442710,412000,53.60283220,-1.35604812,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",17,91,8407,72,1829,155,44,77,32,17,221,546,10945
81556,2009,8,"Yorkshire and The Humber",88,Wakefield,A1(M),Major,M62,"LA Boundary",446980,425700,53.72559606,-1.28945852,3.00,1.86,Estimated,"Estimated using previous year's AADF on this link",0,97,32366,231,7647,1601,420,332,472,2186,4493,9504,49845
80708,2009,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A655,A6539/A639,442430,424420,53.71448092,-1.35858742,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",110,130,11890,161,1739,140,20,18,15,23,8,224,14144
47447,2009,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,A638,"B6133 Church Lane",436530,420000,53.67520029,-1.44849727,5.50,3.42,Estimated,"Estimated using previous year's AADF on this link",23,145,7769,176,1400,214,59,47,12,44,56,432,9922
81290,2009,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,"B6134 Havertop Lane",M62,440000,423110,53.70289852,-1.39557264,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",34,187,13203,33,2624,427,104,120,36,168,239,1094,17141
81293,2009,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A639,A639,442887,424369,53.71398530,-1.35167058,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",110,130,11890,161,1739,140,20,18,15,23,8,224,14144
77590,2009,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,"Castlegate Drive",A639,445330,420400,53.67810814,-1.31523699,0.70,0.43,Estimated,"Estimated from nearby links",36,132,8675,85,1436,167,34,19,15,32,33,300,10628
77592,2009,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Queen's Ave",A639,445070,421500,53.68801681,-1.31901334,0.90,0.56,Estimated,"Estimated from nearby links",72,196,11956,328,1593,142,23,8,31,49,30,283,14356
77656,2009,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"Moorhouse Grove, Bottom Boat",M62,435830,425750,53.72692787,-1.45843038,0.80,0.50,Estimated,"Estimated from nearby links",35,93,10708,102,1573,108,30,28,24,18,26,234,12710
74946,2009,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"Ings Road","Quebec Street",432670,420580,53.68066789,-1.50686529,0.10,0.06,Estimated,"Estimated from nearby links",229,277,27131,579,2646,252,51,15,17,46,43,424,31057
73699,2009,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,"LA Boundary",31,438600,424140,53.71226084,-1.41665009,2.70,1.68,Counted,"Dependent on a neighbouring counted link",0,230,67473,308,14732,2577,499,421,641,4353,5166,13657,96400
73701,2009,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,A6032,"Green St",442900,426140,53.72990109,-1.35122879,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",99,132,11174,160,2769,341,75,88,12,18,47,581,14816
979217,2009,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,438118,421411,53.68776886,-1.42428712,,,Counted,"Manual count",19,26,1203,68,130,7,0,0,0,0,0,7,1434
80433,2009,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A6539/A639,M62,443630,423830,53.70907963,-1.34048949,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",12,35,6065,234,923,91,13,19,5,12,21,161,7418
81291,2009,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,"B6133 Church Lane","B6134 Havertop Lane",440046,422267,53.69531846,-1.39498451,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",34,187,13203,33,2624,427,104,120,36,168,239,1094,17141
81292,2009,8,"Yorkshire and The Humber",88,Wakefield,A6539,Major,"B6134 Havertop Lane",A639,441434,423040,53.70215789,-1.37386169,3.10,1.93,Estimated,"Estimated using previous year's AADF on this link",34,187,13203,33,2624,427,104,120,36,168,239,1094,17141
74947,2009,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,Westgate,"Charlesworth Way",432700,420470,53.67967736,-1.50642267,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",29,70,11389,53,1638,165,21,18,5,11,17,237,13387
73659,2009,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"LA Boundary",A637,427240,413850,53.62048907,-1.58965816,1.50,0.93,Counted,"Manual count",22,218,11777,46,1673,181,38,43,19,39,29,349,14063
81554,2009,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,"A1(M) junction","Junction 34",447680,423370,53.70459214,-1.27920833,2.40,1.49,Counted,"Manual count",0,173,39626,166,8691,1609,425,341,775,4176,3994,11320,59976
36621,2008,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,A650,"LA Boundary",433260,425000,53.72035669,-1.49746052,3.40,2.11,Estimated,"Estimated using previous year's AADF on this link",55,100,7656,123,1274,119,23,15,6,7,5,175,9328
37457,2008,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A642,"M1 jn40",430000,420580,53.68082740,-1.54728660,2.90,1.80,Counted,"Manual count",93,153,16647,265,2748,337,68,36,36,71,117,665,20478
37464,2008,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,379730,A639,445000,422180,53.69413432,-1.31997478,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",18,166,29856,354,3981,361,54,21,29,78,108,651,35008
81550,2009,8,"Yorkshire and The Humber",88,Wakefield,A1(T),Major,A1(M),A639,449700,416000,53.63816727,-1.24978890,7.80,4.85,Counted,"Manual count",0,203,41570,226,10073,1661,379,283,727,3631,3566,10247,62319
81552,2009,8,"Yorkshire and The Humber",88,Wakefield,A1(M),Major,M62,A1(T),448330,421490,53.68763626,-1.26965527,4.40,2.73,Counted,"Manual count",0,213,42145,210,8042,1655,372,202,683,3569,3603,10084,60694
73660,2009,8,"Yorkshire and The Humber",88,Wakefield,A637,Major,A636,"LA Boundary",426800,414680,53.62797171,-1.59623877,2.60,1.62,Estimated,"Estimated using previous year's AADF on this link",12,69,8445,35,1952,89,36,9,9,38,19,200,10701
74943,2009,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"A636 Charlesworth Way",A638,433090,420250,53.67767559,-1.50054198,0.30,0.19,Counted,"Manual count",132,136,17271,161,1784,135,42,29,7,11,14,238,19590
46616,2008,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,A642,A650,433000,421400,53.68801721,-1.50178249,1.00,0.62,Counted,"Manual count",69,233,18926,252,2337,252,47,61,33,65,35,493,22241
930759,2009,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,431930,420860,53.68323005,-1.51803944,,,Counted,"Manual count",91,53,3945,70,492,24,2,1,0,0,1,28,4588
930766,2009,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,433780,423960,53.71097617,-1.48969394,,,Counted,"Manual count",32,30,3586,35,377,14,1,0,3,0,1,19,4047
930768,2009,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,445910,420860,53.68219188,-1.30638932,,,Counted,"Manual count",30,23,3420,14,350,27,4,0,4,1,1,37,3844
74945,2009,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"Charlesworth Way",Westgate,432770,420550,53.68039202,-1.50535455,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",19,67,10357,38,2136,253,41,47,13,13,42,409,13007
80615,2009,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,"STUART ROAD",A645,444710,422710,53.69892252,-1.32429010,2.00,1.24,Counted,"Manual count",64,122,23322,312,3138,344,74,34,64,157,148,821,27715
81551,2009,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,A1(M),M62,448560,421710,53.68959220,-1.26613851,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",0,92,6907,35,1640,334,73,139,68,272,521,1407,10081
74949,2009,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,"A645 Pontefract Road","A1 main route",448180,423380,53.70463623,-1.27163332,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",0,64,3981,11,851,122,30,59,16,78,135,440,5347
930765,2009,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,431720,423150,53.70382485,-1.52098537,,,Counted,"Manual count",89,90,6421,77,712,40,5,3,0,0,0,48,7348
930767,2009,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,440900,424160,53.71226595,-1.38180239,,,Counted,"Manual count",37,18,1453,0,251,10,5,0,0,0,0,15,1737
37482,2008,8,"Yorkshire and The Humber",88,Wakefield,A650,Major,M1,A61,432000,423600,53.70785233,-1.51669780,3.50,2.17,Counted,"Manual count",19,203,19154,119,2181,299,55,69,25,69,78,595,22252
57027,2008,8,"Yorkshire and The Humber",88,Wakefield,A6032,Major,A655,A656,442800,425900,53.72775228,-1.35277753,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",56,230,18482,581,3087,466,57,57,22,59,51,712,23092
36088,2008,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,"M62 Jct 33",A645,448360,423000,53.70120443,-1.26896604,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",3,153,14076,44,3179,444,134,295,76,381,787,2117,19569
38732,2008,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A635,"B6389 Agbrigg Rd",435000,419265,53.66869864,-1.47173939,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",105,372,29682,426,5106,911,145,247,49,101,235,1688,37274
56864,2008,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A645,A655,436000,419000,53.66624921,-1.45663543,2.30,1.43,Estimated,"Estimated using previous year's AADF on this link",23,188,16490,471,2478,330,91,49,25,31,88,614,20241
967214,2009,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,448712,413838,53.61882903,-1.26506809,,,Counted,"Manual count",8,18,941,7,89,5,1,0,0,0,0,6,1061
969229,2009,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,434140,412930,53.61181742,-1.48544826,,,Counted,"Manual count",18,18,2097,32,291,49,2,17,1,1,0,70,2508
930764,2009,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,433890,418680,53.66351367,-1.48860249,,,Counted,"Manual count",12,12,1740,8,159,8,5,2,0,0,0,15,1934
74948,2009,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"A645 spur","A645 spur",448270,423200,53.70301021,-1.27029807,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",31,83,10527,180,1779,170,47,83,10,46,182,538,13107
74950,2009,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,"A645 Pontefract Road","A1 main route",448400,423470,53.70542479,-1.26828697,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",0,17,3993,19,806,110,25,69,22,65,92,383,5218
967212,2009,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,430497,420091,53.67640369,-1.53981033,,,Counted,"Manual count",41,169,7126,103,947,126,14,17,10,30,17,214,8559
930761,2009,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,449650,423510,53.70566719,-1.24934663,,,Counted,"Manual count",100,29,3377,32,462,41,2,2,0,0,0,45,3945
930763,2009,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,439430,422540,53.69781881,-1.40427858,,,Counted,"Manual count",52,21,1826,29,168,1,5,1,0,0,1,8,2052
990057,2009,8,"Yorkshire and The Humber",88,Wakefield,B6389,Minor,,,434380,418800,53.66456033,-1.48117418,,,Counted,"Manual count",42,32,4379,25,596,48,5,6,3,0,0,62,5094
930769,2009,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,444460,425130,53.72069349,-1.32772986,,,Counted,"Manual count",33,69,4404,16,556,16,0,0,0,0,0,16,5061
37460,2008,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"LA Boundary",A1,445000,415170,53.63113176,-1.32098784,7.30,4.54,Counted,"Manual count",17,120,6995,45,1169,152,29,54,26,23,37,321,8650
57344,2008,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,A6186,"A636 Charlesworth Way",433030,420000,53.67543242,-1.50147678,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",95,226,25196,180,2691,191,40,24,15,28,31,329,28622
36008,2008,8,"Yorkshire and The Humber",88,Wakefield,M1,Major,"LA boundary",39,430180,414300,53.62437312,-1.54516910,5.40,3.36,Counted,"Manual count",0,266,67575,303,13485,2327,502,227,610,2647,2077,8390,90019
37458,2008,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A638 merge",A636,433300,420340,53.67847119,-1.49735340,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",78,297,20473,74,3218,359,68,53,19,44,71,614,24676
56874,2008,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"Bridge Rd, Horbury",A638,431960,420000,53.67549870,-1.51767351,5.50,3.42,Counted,"Manual count",142,142,14153,256,1727,121,19,83,15,10,8,256,16534
930760,2009,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,442620,425180,53.72129598,-1.35560442,,,Counted,"Manual count",107,61,4748,85,519,26,2,0,0,0,0,28,5441
930762,2009,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,441920,419770,53.67272985,-1.36694136,,,Counted,"Manual count",53,21,1082,75,151,5,1,0,0,0,0,6,1335
47426,2008,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A6032,A655,441200,425000,53.71979196,-1.37714591,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",56,109,7848,65,1341,181,35,43,16,63,20,358,9721
48771,2008,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"LA Boundary","Wood Lane, Newmillerdam",433500,412000,53.60349985,-1.49522107,4.10,2.55,Estimated,"Estimated using previous year's AADF on this link",4,101,4697,29,864,129,28,43,33,61,120,414,6105
77589,2008,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,"B6133 Church Lane",M62,440000,423110,53.70289852,-1.39557264,2.50,1.55,Estimated,"Estimated using previous year's AADF on this link",34,168,12919,33,2585,469,106,126,39,195,246,1181,16886
47434,2008,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,A638,"Wentworth Rd, Featherstone",440000,419900,53.67404826,-1.39598550,4.70,2.92,Estimated,"Estimated using previous year's AADF on this link",41,112,7603,114,1137,134,14,13,10,13,12,196,9162
950111,2009,8,"Yorkshire and The Humber",88,Wakefield,B6128,Minor,,,428660,418890,53.66571279,-1.56772851,,,Counted,"Manual count",87,85,8093,148,1161,101,11,6,10,3,3,134,9621
47422,2008,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A636 Denby Dale Road","A636 Charlesworth Way",433000,420400,53.67902943,-1.50188850,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",55,224,18599,107,2816,436,72,133,13,30,74,758,22504
56840,2008,8,"Yorkshire and The Humber",88,Wakefield,A6032,Major,A639,A655,442000,425720,53.72619938,-1.36492632,1.60,0.99,Estimated,"Estimated using previous year's AADF on this link",54,59,6393,72,1770,216,26,16,6,11,39,314,8608
47401,2008,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,B6422,A638,444000,415000,53.62968864,-1.33613261,4.40,2.73,Counted,"Manual count",14,115,9516,64,1494,149,19,36,22,60,27,313,11502
